Code;Flavor Text;Game Text;Item Name
1151;You've made a piton! This sturdy spike with a rope attached could be useful for navigating underground tunnels. If you need to make more, you could probably also make one with a sharpened tooth.;Discard the materials used and gain the Piton item card (search the Item Card deck facedown for IT76). Record the recipe for this item in your tribe's journal.;Piton
1155;You've made a woven basket! This will help you carry some extra material and gather additional nuts or grains while foraging.;Discard the materials used and gain the Woven Basket item card (search the Item Card deck facedown for IT28). Record the recipe for this item in your tribe's journal.;Woven Basket
2211;You've made a travois! It's a simple sled that can be dragged behind you, allowing you to haul materials.;Discard the materials used and gain the Travois item card (search the Item Card deck facedown for IT27). Record the recipe for this item in your tribe's journal.;Travois
2220;You've made a spear from the tooth of a predator! The tooth tip is exceptionally hard and sharp. This spear will be useful for hunting, fishing, and fighting.;Discard the materials used and gain the Toothed Spear item card (search the Item Card deck facedown for IT72). Record the recipe for this item in your tribe's journal.;Toothed Spear
2221;You've made a wooden spear! It's simple, but it will be useful for hunting, fishing, and defending yourself.;Discard the materials used and gain the Wooden Spear item card (search the Item Card deck facedown for IT03). Record the recipe for this item in your tribe's journal.;Wooden Spear
2222;Two pieces of wood end to end don't create anything useful, perhaps if you rotated one, or if you hardened one of the pieces over a fire to make it stronger…;You may attempt to craft using these two materials again or return these materials to your inventory.;None
2231;You've made a bone spear! A bone spear is useful for hunting and defending yourself, but especially good for fishing.;Discard the materials used and gain the Bone Spear item card (search the Item Card deck facedown for IT04). Record the recipe for this item in your tribe's journal.;Bone Spear
2232;You've made a mallet! It can be used to strike and break materials, and also used as a hammer to construct buildings and drive tent stakes. It can also be used as a weapon if necessary.;Discard the materials used and gain the Mallet item card (search the Item Card deck facedown for IT21). Record the recipe for this item in your tribe's journal.;Mallet
2233;You've made an atlatl! By placing a spear on the atlatl and holding the atlatl, you gain tremendous leverage to throw the spear further and harder.;Discard the materials used and gain the Atlatl item card (search the Item Card deck facedown for IT79). Record the recipe for this item in your tribe's journal.;Atlatl
2241;You've made a riverstone spear! A spear is useful for hunting, fishing, and defending yourself.;Discard the materials used and gain the Riverstone Spear item card (search the Item Card deck facedown for IT05). Record the recipe for this item in your tribe's journal.;Riverstone Spear
2243;You've made a riverstone adze! An adze is used for digging, and can be used as a decent weapon if necessary.;Discard the materials used and gain the Riverstone Adze item card (search the Item Card deck facedown for IT13). Record the recipe for this item in your tribe's journal.;Riverstone Adze
2244;You've made an atlatl! By placing a spear on the atlatl and holding the atlatl, you gain tremendous leverage to throw the spear further and harder.;Discard the materials used and gain the Atlatl item card (search the Item Card deck facedown for IT79). Record the recipe for this item in your tribe's journal.;Atlatl
2245;While this shape would create a spear, rounded cloudstone isn't a suitable tip. You'll need something sharper. Though, cloudstone could make for a powerful blunt weapon or striking tool...;You may attempt to craft using these two materials again or return these materials to your inventory.;None
2251;You've made a spear from the shell of a predator! This spear is extremely hard and sharp, and useful for hunting, fishing, and defending yourself.;Discard the materials used and gain the Shell Spear item card (search the Item Card deck facedown for IT67). Record the recipe for this item in your tribe's journal.;Shell Spear
2255;You've made a splint! A splint can be used to help bones mend.;Discard the materials used and gain the Splint item card (search the Item Card deck facedown for IT26). Record the recipe for this item in your tribe's journal.;Splint
2261;After pouring some of the liquid moonblood over a flat surface so that it hardens into a thin point under the light of a full moon, you affix an appropriate shaft. The resulting spear is perfectly balanced and deadly sharp. You notice that after each full moon, the point seems even harder and sharper for a short time.;Discard the materials used and gain the Moonblood Spear item card (search the Item Card deck facedown for IT58). Record the recipe for this item in your tribe's journal.;Moonblood Spear
2265;You've made a sunstone mallet! It can be used to strike and break materials, and also used as a hammer to construct buildings and drive tent stakes. It can also be used as a weapon if necessary.;Discard the materials used and gain the Sunstone Mallet item card (search the Item Card deck facedown for IT22). Record the recipe for this item in your tribe's journal.;Sunstone Mallet
2412;Perhaps if you used regular wood as a handle, you could make a tool with the cloudstone. Similarly, perhaps affixing the hardened wood to another piece of regular wood could yield something useful.;Return the materials to your inventory.;None
2413;Perhaps if you used regular bone or wood as a handle, you could make a tool with the cloudstone. Similarly, perhaps affixing the carved bone to another piece of regular bone or wood could yield something useful.;Return the materials to your inventory.;None
2414;You've made a set of spark stones! These stones can be struck together to create sparks and light a fire.;Discard the materials used and gain the Spark Stones item card (search the Item Card deck facedown for IT16). Record the recipe for this item in your tribe's journal.;Spark Stones
2423;You're quite sure that these materials can be made into something useful, perhaps a different orientation will yield a result.;You may attempt to craft using these two materials again or return these materials to your inventory.;None
2433;Perhaps if you used regular wood as a handle, you could make a tool with the cloudstone. Similarly, perhaps affixing the hardened wood to another piece of regular wood could yield something useful.;Return the materials to your inventory.;None
2434;You've made a set of spark stones! These stones can be struck together to create sparks and light a fire.;Discard the materials used and gain the Spark Stones item card (search the Item Card deck facedown for IT16). Record the recipe for this item in your tribe's journal.;Spark Stones
2440;After shaping a piece of cloudstone, you paint it with a design to represent the clouds. Much more than just a trinket, this item has important meaning for you.;Discard the materials used and gain the Cloudstone Talisman item card (search the Item Card deck facedown for IT52). Record the recipe for this item in your tribe's journal.;Cloudstone Talisman
2442;Two cloudstones together don't create anything useful. Perhaps a cloudstone and a different stone would yield a more interesting result…;Return the materials to your inventory.;None
2444;Perhaps if you used regular wood as a handle, you could make a tool with the cloudstone. Similarly, perhaps affixing the hardened wood to another piece of regular wood could yield something useful.;Return the materials to your inventory.;None
2456;You've made set of grinding stones! A flat piece of cloudstone serves as the saddle stone and shaped piece of sunstone serves as the grinding stone itself. This item can be used to grind and shape various materials. It can also be used finely grind up material to discover what it produces.;Discard the materials used and gain the Grinding Stones item card (search the Item Card deck facedown for IT17). Record the recipe for this item in your tribe's journal.;Grinding Stones
2512;The woven sheets of silk are so light, they almost float on the air. Suddenly you have an epiphany! You gather hardened pieces of wood and begin assembling something remarkable. You've made a glider! Despite its size, it's incredibly light! And with a running start you can glide in the air for a very long distance. ;Discard the materials used and gain the Glider item card (search the Item Card deck facedown for IT82). Record the recipe for this item in your tribe's journal.;Glider
2513;The woven sheets of silk are so light, they almost float on the air. Suddenly you have an epiphany! Perhaps you can fly on in the air like birds do! You gather several carved pieces of bone and begin assembling something remarkable. You've made silk wings! You fashion a harness and strap the wings to your back. While you may not be able to fly over long distances, with a good gust of wind you can take off and soar over any obstacle or danger in your path.;Discard the materials used and gain the Silk Wings item card (search the Item Card deck facedown for IT83). Record the recipe for this item in your tribe's journal.;Silk Wings
2530;You gather several sheets woven from fine strands of silk, and using strong cord made from animal guts you stitch together a set of clothes. The silk itself is light and strong, and imparts these qualities to anthing made with it. You put on the clothes and somehow feel lighter and more nimble! You'll be able to dodge danger and avoid injury more easily.;Discard the materials used and gain the Silk Clothes item card (search the Item Card deck facedown for IT81). Record the recipe for this item in your tribe's journal.;Silk Clothes
2533;The woven sheets of silk are so light, they almost float on the air. Suddenly you have an epiphany! You gather hardened pieces of wood and begin assembling something remarkable. You've made a glider! Despite its size, it's incredibly light! And with a running start you can glide in the air for a very long distance. ;Discard the materials used and gain the Glider item card (search the Item Card deck facedown for IT82). Record the recipe for this item in your tribe's journal.;Glider
2544;The woven sheets of silk are so light, they almost float on the air. Suddenly you have an epiphany! Perhaps you can fly on in the air like birds do! You gather several carved pieces of bone and begin assembling something remarkable. You've made silk wings! You fashion a harness and strap the wings to your back. While you may not be able to fly over long distances, with a good gust of wind you can take off and soar over any obstacle or danger in your path.;Discard the materials used and gain the Silk Wings item card (search the Item Card deck facedown for IT83). Record the recipe for this item in your tribe's journal.;Silk Wings
2552;You take a few smaller sheets of the woven silk and begin weaving them into one massive sheet. You've made a huge net! Despite it's size, it's incredibly light, allowing you to throw it a considerable distance. You'll be able to catch many fish and wild game by surprise with this!;Discard the materials used and gain the Sky Net item card (search the Item Card deck facedown for IT84). Record the recipe for this item in your tribe's journal.;Sky Net
2555;You gather a few sheets woven from fine strands of silk, and using braided plant fiber, you stitch together a pack for carrying things. The silk itself is light and strong, and imparts these qualities to anthing made with it. You fill the pack and hoist it over your shoulder. Somehow the contents feel lighter when inside the pack! You'll be able to easily carry more supplies this way!;Discard the materials used and gain the Silk Pack item card (search the Item Card deck facedown for IT80). Record the recipe for this item in your tribe's journal.;Silk Pack
3512;You suspect hide could be stretched over hardened wood to create some kind of structure, but the wood will have to point up (or down) so that the structure has more height.;You may attempt to craft using these two materials again or return these materials to your inventory.;None
3523;You've made a drum! This musical instrument can enliven you and your companions.;Discard the materials used and gain the Drum item card (search the Item Card deck facedown for IT39). Record the recipe for this item in your tribe's journal.;Drum
3530;You've made a set of hide clothes! These garments will help protect you from the elements and from injury.;Discard the materials used and gain the Hide Clothes item card (search the Item Card deck facedown for IT33). Record the recipe for this item in your tribe's journal.;Hide Clothes
3533;You've made a small tent! A tent can be set up to provide shelter, and taken down to be moved to a new location.;Discard the materials used and gain the Tent item card (search the Item Card deck facedown for IT37). Record the recipe for this item in your tribe's journal.;Tent
3540;You've made a map! A map will be useful while exploring.;Discard the materials used and gain the Map item card (search the Item Card deck facedown for IT36). Record the recipe for this item in your tribe's journal.;Map
3550;You've made a waterskin! You can carry extra water in it.;Discard the materials used and gain the Waterskin item card (search the Item Card deck facedown for IT38). Record the recipe for this item in your tribe's journal.;Waterskin
3555;You've made a pack! You can carry extra material in it. You consider that clothes could be made with hide as well, but you'll need something stronger than woven fiber...;Discard the materials used and gain the Hide Pack item card (search the Item Card deck facedown for IT32). Record the recipe for this item in your tribe's journal.;Hide Pack
5411;You've made bolas! This thrown weapon is exceptional at catching prey while hunting.;Discard the materials used and gain the Bolas item card (search the Item Card deck facedown for IT15). Record the recipe for this item in your tribe's journal.;Bolas
5421;Perhaps if you used regular wood as a handle, you could make a tool with the cloudstone. Similarly, perhaps affixing the hardened wood to another piece of regular wood could yield something useful.;Return the materials to your inventory.;None
5422;While this shape would create a spear, rounded cloudstone isn't a suitable tip. You'll need something sharper. Though, cloudstone could make for a powerful blunt weapon or striking tool...;You may attempt to craft using these two materials again or return these materials to your inventory.;None
5431;Perhaps if you used regular wood as a handle, you could make a tool with the cloudstone. Similarly, perhaps affixing the hardened wood to another piece of regular wood could yield something useful.;Return the materials to your inventory.;None
5432;You've made a cloudstone club! This is a mighty weapon, and can be used to fight off predators and other threats. ;Discard the materials used and gain the Cloudstone Club item card (search the Item Card deck facedown for IT14). Record the recipe for this item in your tribe's journal.;Cloudstone Club
5433;Perhaps if you used regular wood as a handle, you could make a tool with the cloudstone. Similarly, perhaps affixing the hardened wood to another piece of regular wood could yield something useful.;Return the materials to your inventory.;None
5441;You've made a set of spark stones! These stones can be struck together to create sparks and light a fire.;Discard the materials used and gain the Spark Stones item card (search the Item Card deck facedown for IT16). Record the recipe for this item in your tribe's journal.;Spark Stones
5443;You've made a set of spark stones! These stones can be struck together to create sparks and light a fire.;Discard the materials used and gain the Spark Stones item card (search the Item Card deck facedown for IT16). Record the recipe for this item in your tribe's journal.;Spark Stones
5444;Perhaps if you used regular wood as a handle, you could make a tool with the cloudstone. Similarly, perhaps affixing the hardened wood to another piece of regular wood could yield something useful.;Return the materials to your inventory.;None
5445;Two cloudstones together don't create anything useful. Perhaps a cloudstone and a different stone would yield a more interesting result…;Return the materials to your inventory.;None
5465;You've made set of grinding stones! A flat piece of cloudstone serves as the saddle stone and shaped piece of sunstone serves as the grinding stone itself. This item can be used to grind and shape various materials. It can also be used finely grind up material to discover what it produces.;Discard the materials used and gain the Grinding Stones item card (search the Item Card deck facedown for IT17). Record the recipe for this item in your tribe's journal.;Grinding Stones
6323;You've made a knife from the shell of a predator! This knife is extremely hard and sharp, and useful both as a tool for cutting material and a weapon for defending yourself.;Discard the materials used and gain the Shell Knife item card (search the Item Card deck facedown for IT66). Record the recipe for this item in your tribe's journal.;Shell Knife
6340;After carving a piece of shell, you paint it with the likeness of the fearsome predator it came from. Much more than just a trinket, this item has important meaning for you.;Discard the materials used and gain the Shell Talisman item card (search the Item Card deck facedown for IT54). Record the recipe for this item in your tribe's journal.;Shell Talisman
6355;You consider attaching the shell to the end of the line in order to fish, but you need something smaller, like a tooth or carved bone, to fashion a suitable hook. However, there may also be a way to use both the shell and the fiber to make something else...;You may attempt to craft using these two materials again or return these materials to your inventory.;None
